Year,Region,Race or Ethnicity,Sex,Age Group,Opioid Poisoning Deaths
2010,NYC,Not Stated,F,25-34,0
2010,NYC,Not Stated,F,35-44,0
2010,NYC,Not Stated,F,45-54,0
2010,NYC,Not Stated,F,65-74,0
2010,NYC,Not Stated,F,75-84,0
2010,NYC,Not Stated,F,85+,0
2010,NYC,Not Stated,F,<1,0
2010,NYC,Not Stated,F,55-64,1
2010,NYC,Not Stated,F,Total,1
2010,NYC,Not Stated,M,19-Oct,0
2010,NYC,Not Stated,M,20-24,0
2010,NYC,Not Stated,M,35-44,0
2010,NYC,Not Stated,M,45-54,0
2010,NYC,Not Stated,M,55-64,0
2010,NYC,Not Stated,M,75-84,0
2010,NYC,Not Stated,M,85+,0
2010,NYC,Not Stated,M,<1,0
2010,NYC,Not Stated,M,25-34,1
2010,NYC,Not Stated,M,65-74,1
2010,NYC,Not Stated,M,Total,2
2010,NYC,Other Non Hispanic,F,9-Jan,0
2010,NYC,Other Non Hispanic,F,20-24,0
2010,NYC,Other Non Hispanic,F,25-34,0
2010,NYC,Other Non Hispanic,F,55-64,0
2010,NYC,Other Non Hispanic,F,65-74,0
2010,NYC,Other Non Hispanic,F,75-84,0
2010,NYC,Other Non Hispanic,F,85+,0
2010,NYC,Other Non Hispanic,F,<1,0
2010,NYC,Other Non Hispanic,F,19-Oct,1
2010,NYC,Other Non Hispanic,F,35-44,1
2010,NYC,Other Non Hispanic,F,45-54,1
2010,NYC,Other Non Hispanic,F,Total,3
2010,NYC,Other Non Hispanic,M,9-Jan,0
2010,NYC,Other Non Hispanic,M,19-Oct,0
2010,NYC,Other Non Hispanic,M,20-24,0
2010,NYC,Other Non Hispanic,M,25-34,0
2010,NYC,Other Non Hispanic,M,45-54,0
2010,NYC,Other Non Hispanic,M,55-64,0
2010,NYC,Other Non Hispanic,M,65-74,0
2010,NYC,Other Non Hispanic,M,75-84,0
2010,NYC,Other Non Hispanic,M,85+,0
2010,NYC,Other Non Hispanic,M,<1,0
2010,NYC,Other Non Hispanic,M,35-44,1
2010,NYC,Other Non Hispanic,M,Total,1
2010,NYC,White Non Hispanic,F,9-Jan,0
2010,NYC,White Non Hispanic,F,<1,0
2010,NYC,White Non Hispanic,F,19-Oct,1
2010,NYC,White Non Hispanic,F,75-84,1
2010,NYC,White Non Hispanic,F,85+,1
2010,NYC,White Non Hispanic,F,20-24,2
2010,NYC,White Non Hispanic,F,65-74,3
2010,NYC,White Non Hispanic,F,55-64,8
2010,NYC,White Non Hispanic,F,25-34,10
2010,NYC,White Non Hispanic,F,35-44,13
2010,NYC,White Non Hispanic,F,45-54,21
2010,NYC,White Non Hispanic,F,Total,60
2010,NYC,White Non Hispanic,M,85+,0
2010,NYC,White Non Hispanic,M,<1,0
2010,NYC,White Non Hispanic,M,9-Jan,1
2010,NYC,White Non Hispanic,M,65-74,1
2010,NYC,White Non Hispanic,M,75-84,1
2010,NYC,White Non Hispanic,M,19-Oct,2
2010,NYC,White Non Hispanic,M,20-24,12
2010,NYC,White Non Hispanic,M,55-64,21
2010,NYC,White Non Hispanic,M,25-34,36
2010,NYC,White Non Hispanic,M,35-44,42
2010,NYC,White Non Hispanic,M,45-54,47
2010,NYC,White Non Hispanic,M,Total,163
2010,ROS,Black Non Hispanic,F,9-Jan,0
2010,ROS,Black Non Hispanic,F,19-Oct,0
2010,ROS,Black Non Hispanic,F,35-44,0
2010,ROS,Black Non Hispanic,F,75-84,0
2010,ROS,Black Non Hispanic,F,85+,0
2010,ROS,Black Non Hispanic,F,<1,0
2010,ROS,Black Non Hispanic,F,20-24,1
2010,ROS,Black Non Hispanic,F,25-34,1
2010,ROS,Black Non Hispanic,F,65-74,1
2010,ROS,Black Non Hispanic,F,55-64,3
2010,ROS,Black Non Hispanic,F,45-54,4
2010,ROS,Black Non Hispanic,F,Total,10
2010,ROS,Black Non Hispanic,M,9-Jan,0
2010,ROS,Black Non Hispanic,M,65-74,0
2010,ROS,Black Non Hispanic,M,75-84,0
2010,ROS,Black Non Hispanic,M,85+,0
2010,ROS,Black Non Hispanic,M,<1,0
2010,ROS,Black Non Hispanic,M,19-Oct,1
2010,ROS,Black Non Hispanic,M,20-24,2
2010,ROS,Black Non Hispanic,M,35-44,2
2010,ROS,Black Non Hispanic,M,25-34,3
2010,ROS,Black Non Hispanic,M,55-64,4
2010,ROS,Black Non Hispanic,M,45-54,8
2010,ROS,Black Non Hispanic,M,Total,20
2010,ROS,Hispanic,F,9-Jan,0
2010,ROS,Hispanic,F,19-Oct,0
2010,ROS,Hispanic,F,25-34,0
2010,ROS,Hispanic,F,65-74,0
2010,ROS,Hispanic,F,75-84,0
2010,ROS,Hispanic,F,85+,0
2010,ROS,Hispanic,F,<1,0
2010,ROS,Hispanic,F,35-44,1
2010,ROS,Hispanic,F,55-64,1
2010,ROS,Hispanic,F,20-24,2
2010,ROS,Hispanic,F,45-54,5
2010,ROS,Hispanic,F,Total,9
2010,ROS,Hispanic,M,9-Jan,0
2010,ROS,Hispanic,M,65-74,0
2010,ROS,Hispanic,M,75-84,0
2010,ROS,Hispanic,M,85+,0
2010,ROS,Hispanic,M,<1,0
2010,ROS,Hispanic,M,19-Oct,1
2010,ROS,Hispanic,M,55-64,1
2010,ROS,Hispanic,M,20-24,2
2010,ROS,Hispanic,M,35-44,3
2010,ROS,Hispanic,M,25-34,4
2010,ROS,Hispanic,M,45-54,4
2010,ROS,Hispanic,M,Total,15
2010,ROS,Not Stated,F,19-Oct,0
2010,ROS,Not Stated,F,25-34,0
2010,ROS,Not Stated,F,35-44,0
2010,ROS,Not Stated,F,45-54,0
2010,ROS,Not Stated,F,55-64,0
2010,ROS,Not Stated,F,65-74,0
2010,ROS,Not Stated,F,75-84,0
2010,ROS,Not Stated,F,85+,0
2010,ROS,Not Stated,F,<1,0
2010,ROS,Not Stated,F,Total,0
2010,ROS,Not Stated,M,9-Jan,0
2010,ROS,Not Stated,M,19-Oct,0
2010,ROS,Not Stated,M,20-24,0
2010,ROS,Not Stated,M,35-44,0
2010,ROS,Not Stated,M,45-54,0
2010,ROS,Not Stated,M,55-64,0
2010,ROS,Not Stated,M,65-74,0
2010,ROS,Not Stated,M,75-84,0
2010,ROS,Not Stated,M,85+,0
2010,ROS,Not Stated,M,<1,0
2010,ROS,Not Stated,M,25-34,1
2010,ROS,Not Stated,M,Total,1
2010,ROS,Other Non Hispanic,F,9-Jan,0
2010,ROS,Other Non Hispanic,F,19-Oct,0
2010,ROS,Other Non Hispanic,F,20-24,0
2010,ROS,Other Non Hispanic,F,35-44,0
2010,ROS,Other Non Hispanic,F,45-54,0
2010,ROS,Other Non Hispanic,F,55-64,0
2010,ROS,Other Non Hispanic,F,65-74,0
2010,ROS,Other Non Hispanic,F,75-84,0
2010,ROS,Other Non Hispanic,F,85+,0
2010,ROS,Other Non Hispanic,F,<1,0
2010,ROS,Other Non Hispanic,F,25-34,1
2010,ROS,Other Non Hispanic,F,Total,1
2010,ROS,Other Non Hispanic,M,9-Jan,0
2010,ROS,Other Non Hispanic,M,19-Oct,0
2010,ROS,Other Non Hispanic,M,35-44,0
2010,ROS,Other Non Hispanic,M,45-54,0
2010,ROS,Other Non Hispanic,M,55-64,0
2010,ROS,Other Non Hispanic,M,65-74,0
2010,ROS,Other Non Hispanic,M,75-84,0
2010,ROS,Other Non Hispanic,M,85+,0
2010,ROS,Other Non Hispanic,M,<1,0
2010,ROS,Other Non Hispanic,M,20-24,1
2010,ROS,Other Non Hispanic,M,25-34,2
2010,ROS,Other Non Hispanic,M,Total,3
2010,ROS,White Non Hispanic,F,9-Jan,0
2010,ROS,White Non Hispanic,F,85+,0
2010,ROS,White Non Hispanic,F,<1,0
2010,ROS,White Non Hispanic,F,75-84,1
2010,ROS,White Non Hispanic,F,19-Oct,5
2010,ROS,White Non Hispanic,F,65-74,5
2010,ROS,White Non Hispanic,F,20-24,11
2010,ROS,White Non Hispanic,F,55-64,23
2010,ROS,White Non Hispanic,F,25-34,30
2010,ROS,White Non Hispanic,F,35-44,40
2010,ROS,White Non Hispanic,F,45-54,54
2010,ROS,White Non Hispanic,F,Total,169
2010,ROS,White Non Hispanic,M,85+,0
2010,ROS,White Non Hispanic,M,<1,0
2010,ROS,White Non Hispanic,M,9-Jan,1
2010,ROS,White Non Hispanic,M,75-84,1
2010,ROS,White Non Hispanic,M,65-74,2
2010,ROS,White Non Hispanic,M,19-Oct,12
2010,ROS,White Non Hispanic,M,55-64,47
2010,ROS,White Non Hispanic,M,20-24,51
2010,ROS,White Non Hispanic,M,25-34,71
2010,ROS,White Non Hispanic,M,35-44,82
2010,ROS,White Non Hispanic,M,45-54,88
2010,ROS,White Non Hispanic,M,Total,355
2011,NYC,Black Non Hispanic,F,9-Jan,0
2011,NYC,Black Non Hispanic,F,19-Oct,0
2011,NYC,Black Non Hispanic,F,20-24,0
2011,NYC,Black Non Hispanic,F,65-74,0
2011,NYC,Black Non Hispanic,F,75-84,0
2011,NYC,Black Non Hispanic,F,85+,0
2011,NYC,Black Non Hispanic,F,<1,0
2011,NYC,Black Non Hispanic,F,25-34,4
2011,NYC,Black Non Hispanic,F,35-44,5
2011,NYC,Black Non Hispanic,F,45-54,9
2011,NYC,Black Non Hispanic,F,55-64,12
2011,NYC,Black Non Hispanic,F,Total,30
2011,NYC,Black Non Hispanic,M,9-Jan,0
2011,NYC,Black Non Hispanic,M,19-Oct,0
2011,NYC,Black Non Hispanic,M,65-74,0
2011,NYC,Black Non Hispanic,M,75-84,0
2011,NYC,Black Non Hispanic,M,85+,0
2011,NYC,Black Non Hispanic,M,<1,0
2011,NYC,Black Non Hispanic,M,20-24,1
2011,NYC,Black Non Hispanic,M,25-34,1
2011,NYC,Black Non Hispanic,M,35-44,11
2011,NYC,Black Non Hispanic,M,55-64,14
2011,NYC,Black Non Hispanic,M,45-54,19
2011,NYC,Black Non Hispanic,M,Total,46
2011,NYC,Hispanic,F,9-Jan,0
2011,NYC,Hispanic,F,19-Oct,0
2011,NYC,Hispanic,F,20-24,0
2011,NYC,Hispanic,F,65-74,0
2011,NYC,Hispanic,F,75-84,0
2011,NYC,Hispanic,F,85+,0
2011,NYC,Hispanic,F,<1,0
2011,NYC,Hispanic,F,55-64,5
2011,NYC,Hispanic,F,25-34,6
2011,NYC,Hispanic,F,35-44,13
2011,NYC,Hispanic,F,45-54,13
2011,NYC,Hispanic,F,Total,37
2011,NYC,Hispanic,M,19-Oct,0
2011,NYC,Hispanic,M,65-74,0
2011,NYC,Hispanic,M,75-84,0
2011,NYC,Hispanic,M,85+,0
2011,NYC,Hispanic,M,<1,0
2011,NYC,Hispanic,M,9-Jan,1
2011,NYC,Hispanic,M,20-24,3
2011,NYC,Hispanic,M,55-64,6
2011,NYC,Hispanic,M,25-34,19
2011,NYC,Hispanic,M,35-44,21
2011,NYC,Hispanic,M,45-54,21
2011,NYC,Hispanic,M,Total,71
2011,NYC,Not Stated,F,19-Oct,0
2011,NYC,Not Stated,F,20-24,0
2011,NYC,Not Stated,F,25-34,0
2011,NYC,Not Stated,F,35-44,0
2011,NYC,Not Stated,F,55-64,0
2011,NYC,Not Stated,F,65-74,0
2011,NYC,Not Stated,F,75-84,0
2011,NYC,Not Stated,F,85+,0
2011,NYC,Not Stated,F,<1,0
2011,NYC,Not Stated,F,45-54,1
2011,NYC,Not Stated,F,Total,1
2011,NYC,Not Stated,M,9-Jan,0
2011,NYC,Not Stated,M,19-Oct,0
2011,NYC,Not Stated,M,55-64,0
2011,NYC,Not Stated,M,65-74,0
2011,NYC,Not Stated,M,75-84,0
2011,NYC,Not Stated,M,85+,0
2011,NYC,Not Stated,M,<1,0
2011,NYC,Not Stated,M,20-24,1
2011,NYC,Not Stated,M,25-34,1
2011,NYC,Not Stated,M,45-54,1
2011,NYC,Not Stated,M,35-44,2
2011,NYC,Not Stated,M,Total,5
2011,NYC,Other Non Hispanic,F,9-Jan,0
2011,NYC,Other Non Hispanic,F,19-Oct,0
2011,NYC,Other Non Hispanic,F,20-24,0
2011,NYC,Other Non Hispanic,F,35-44,0
2011,NYC,Other Non Hispanic,F,45-54,0
2011,NYC,Other Non Hispanic,F,55-64,0
2011,NYC,Other Non Hispanic,F,65-74,0
2011,NYC,Other Non Hispanic,F,75-84,0
2011,NYC,Other Non Hispanic,F,85+,0
2011,NYC,Other Non Hispanic,F,<1,0
2011,NYC,Other Non Hispanic,F,25-34,1
2011,NYC,Other Non Hispanic,F,Total,1
2011,NYC,Other Non Hispanic,M,9-Jan,0
2011,NYC,Other Non Hispanic,M,19-Oct,0
2011,NYC,Other Non Hispanic,M,20-24,0
2011,NYC,Other Non Hispanic,M,35-44,0
2011,NYC,Other Non Hispanic,M,45-54,0
2011,NYC,Other Non Hispanic,M,55-64,0
2011,NYC,Other Non Hispanic,M,65-74,0
2011,NYC,Other Non Hispanic,M,75-84,0
2011,NYC,Other Non Hispanic,M,85+,0
2011,NYC,Other Non Hispanic,M,<1,0
2011,NYC,Other Non Hispanic,M,25-34,1
2011,NYC,Other Non Hispanic,M,Total,1
2011,NYC,White Non Hispanic,F,9-Jan,0
2011,NYC,White Non Hispanic,F,19-Oct,0
2011,NYC,White Non Hispanic,F,75-84,0
2011,NYC,White Non Hispanic,F,85+,0
2011,NYC,White Non Hispanic,F,<1,0
2011,NYC,White Non Hispanic,F,65-74,4
2011,NYC,White Non Hispanic,F,20-24,9
2011,NYC,White Non Hispanic,F,55-64,12
2011,NYC,White Non Hispanic,F,35-44,13
2011,NYC,White Non Hispanic,F,25-34,15
2011,NYC,White Non Hispanic,F,45-54,22
2011,NYC,White Non Hispanic,F,Total,75
2011,NYC,White Non Hispanic,M,75-84,0
2011,NYC,White Non Hispanic,M,85+,0
2011,NYC,White Non Hispanic,M,<1,0
2011,NYC,White Non Hispanic,M,9-Jan,2
2011,NYC,White Non Hispanic,M,65-74,3
2011,NYC,White Non Hispanic,M,19-Oct,5
2011,NYC,White Non Hispanic,M,20-24,15
2011,NYC,White Non Hispanic,M,55-64,27
2011,NYC,White Non Hispanic,M,35-44,33
2011,NYC,White Non Hispanic,M,25-34,48
2011,NYC,White Non Hispanic,M,45-54,50
2011,NYC,White Non Hispanic,M,Total,183
2011,ROS,Black Non Hispanic,F,9-Jan,0
2011,ROS,Black Non Hispanic,F,19-Oct,0
2011,ROS,Black Non Hispanic,F,65-74,0
2011,ROS,Black Non Hispanic,F,75-84,0
2011,ROS,Black Non Hispanic,F,85+,0
2011,ROS,Black Non Hispanic,F,<1,0
2011,ROS,Black Non Hispanic,F,20-24,2
2011,ROS,Black Non Hispanic,F,35-44,2
2011,ROS,Black Non Hispanic,F,25-34,3
2011,ROS,Black Non Hispanic,F,55-64,7
2011,ROS,Black Non Hispanic,F,45-54,9
2011,ROS,Black Non Hispanic,F,Total,23
2011,ROS,Black Non Hispanic,M,9-Jan,0
2011,ROS,Black Non Hispanic,M,19-Oct,0
2011,ROS,Black Non Hispanic,M,65-74,0
2011,ROS,Black Non Hispanic,M,75-84,0
2011,ROS,Black Non Hispanic,M,85+,0
2011,ROS,Black Non Hispanic,M,<1,0
2011,ROS,Black Non Hispanic,M,20-24,1
2011,ROS,Black Non Hispanic,M,55-64,3
2011,ROS,Black Non Hispanic,M,25-34,4
2011,ROS,Black Non Hispanic,M,35-44,4
2011,ROS,Black Non Hispanic,M,45-54,7
2011,ROS,Black Non Hispanic,M,Total,19
2011,ROS,Hispanic,F,9-Jan,0
2011,ROS,Hispanic,F,19-Oct,0
2011,ROS,Hispanic,F,55-64,0
2011,ROS,Hispanic,F,75-84,0
2011,ROS,Hispanic,F,85+,0
2011,ROS,Hispanic,F,<1,0
2011,ROS,Hispanic,F,65-74,1
2011,ROS,Hispanic,F,20-24,3
2011,ROS,Hispanic,F,25-34,3
2011,ROS,Hispanic,F,35-44,3
2011,ROS,Hispanic,F,45-54,6
2011,ROS,Hispanic,F,Total,16
2011,ROS,Hispanic,M,9-Jan,0
2011,ROS,Hispanic,M,19-Oct,0
2011,ROS,Hispanic,M,65-74,0
2011,ROS,Hispanic,M,75-84,0
2011,ROS,Hispanic,M,85+,0
2011,ROS,Hispanic,M,<1,0
2011,ROS,Hispanic,M,55-64,3
2011,ROS,Hispanic,M,20-24,8
2011,ROS,Hispanic,M,35-44,10
2011,ROS,Hispanic,M,25-34,11
2011,ROS,Hispanic,M,45-54,15
2011,ROS,Hispanic,M,Total,47
2011,ROS,Not Stated,F,9-Jan,0
2011,ROS,Not Stated,F,19-Oct,0
2011,ROS,Not Stated,F,20-24,0
2011,ROS,Not Stated,F,55-64,0
2011,ROS,Not Stated,F,65-74,0
2011,ROS,Not Stated,F,75-84,0
2011,ROS,Not Stated,F,85+,0
2011,ROS,Not Stated,F,<1,0
2011,ROS,Not Stated,F,25-34,1
2011,ROS,Not Stated,F,35-44,1
2011,ROS,Not Stated,F,45-54,1
2011,ROS,Not Stated,F,Total,3
2011,ROS,Not Stated,M,19-Oct,0
2011,ROS,Not Stated,M,20-24,0
2011,ROS,Not Stated,M,25-34,0
2011,ROS,Not Stated,M,35-44,0
2011,ROS,Not Stated,M,45-54,0
2011,ROS,Not Stated,M,55-64,0
2011,ROS,Not Stated,M,65-74,0
2011,ROS,Not Stated,M,75-84,0
2011,ROS,Not Stated,M,85+,0
2011,ROS,Not Stated,M,<1,0
2011,ROS,Not Stated,M,Total,0
2011,ROS,Other Non Hispanic,F,9-Jan,0
2011,ROS,Other Non Hispanic,F,19-Oct,0
2011,ROS,Other Non Hispanic,F,20-24,0
2011,ROS,Other Non Hispanic,F,45-54,0
2011,ROS,Other Non Hispanic,F,55-64,0
2011,ROS,Other Non Hispanic,F,65-74,0
2011,ROS,Other Non Hispanic,F,75-84,0
2011,ROS,Other Non Hispanic,F,85+,0
2011,ROS,Other Non Hispanic,F,<1,0
2011,ROS,Other Non Hispanic,F,35-44,1
2011,ROS,Other Non Hispanic,F,25-34,2
2011,ROS,Other Non Hispanic,F,Total,3
2011,ROS,Other Non Hispanic,M,9-Jan,0
2011,ROS,Other Non Hispanic,M,19-Oct,0
2011,ROS,Other Non Hispanic,M,25-34,0
2011,ROS,Other Non Hispanic,M,45-54,0
2011,ROS,Other Non Hispanic,M,55-64,0
2011,ROS,Other Non Hispanic,M,65-74,0
2011,ROS,Other Non Hispanic,M,75-84,0
2011,ROS,Other Non Hispanic,M,85+,0
2011,ROS,Other Non Hispanic,M,<1,0
2011,ROS,Other Non Hispanic,M,20-24,1
2011,ROS,Other Non Hispanic,M,35-44,1
2011,ROS,Other Non Hispanic,M,Total,2
2011,ROS,White Non Hispanic,F,9-Jan,0
2011,ROS,White Non Hispanic,F,<1,0
2011,ROS,White Non Hispanic,F,75-84,2
2011,ROS,White Non Hispanic,F,85+,2
2011,ROS,White Non Hispanic,F,65-74,3
2011,ROS,White Non Hispanic,F,19-Oct,5
2011,ROS,White Non Hispanic,F,20-24,23
2011,ROS,White Non Hispanic,F,25-34,40
2011,ROS,White Non Hispanic,F,55-64,40
2011,ROS,White Non Hispanic,F,35-44,41
2011,ROS,White Non Hispanic,F,45-54,74
2011,ROS,White Non Hispanic,F,Total,230
2011,ROS,White Non Hispanic,M,9-Jan,0
2011,ROS,White Non Hispanic,M,85+,0
2011,ROS,White Non Hispanic,M,<1,0
2011,ROS,White Non Hispanic,M,75-84,1
2011,ROS,White Non Hispanic,M,65-74,6
2011,ROS,White Non Hispanic,M,19-Oct,13
2011,ROS,White Non Hispanic,M,55-64,39
2011,ROS,White Non Hispanic,M,20-24,70
2011,ROS,White Non Hispanic,M,35-44,94
2011,ROS,White Non Hispanic,M,45-54,119
2011,ROS,White Non Hispanic,M,25-34,143
2011,ROS,White Non Hispanic,M,Total,485
2012,NYC,Black Non Hispanic,F,9-Jan,0
2012,NYC,Black Non Hispanic,F,19-Oct,0
2012,NYC,Black Non Hispanic,F,65-74,0
2012,NYC,Black Non Hispanic,F,85+,0
2012,NYC,Black Non Hispanic,F,<1,0
2012,NYC,Black Non Hispanic,F,20-24,1
2012,NYC,Black Non Hispanic,F,75-84,1
2012,NYC,Black Non Hispanic,F,25-34,3
2012,NYC,Black Non Hispanic,F,55-64,3
2012,NYC,Black Non Hispanic,F,35-44,12
2012,NYC,Black Non Hispanic,F,45-54,17
2012,NYC,Black Non Hispanic,F,Total,37
2012,NYC,Black Non Hispanic,M,9-Jan,0
2012,NYC,Black Non Hispanic,M,75-84,0
2012,NYC,Black Non Hispanic,M,85+,0
2012,NYC,Black Non Hispanic,M,<1,0
2012,NYC,Black Non Hispanic,M,19-Oct,1
2012,NYC,Black Non Hispanic,M,20-24,1
2012,NYC,Black Non Hispanic,M,65-74,1
2012,NYC,Black Non Hispanic,M,35-44,6
2012,NYC,Black Non Hispanic,M,25-34,12
2012,NYC,Black Non Hispanic,M,55-64,14
2012,NYC,Black Non Hispanic,M,45-54,20
2012,NYC,Black Non Hispanic,M,Total,55
2012,NYC,Hispanic,F,9-Jan,0
2012,NYC,Hispanic,F,19-Oct,0
2012,NYC,Hispanic,F,75-84,0
2012,NYC,Hispanic,F,85+,0
2012,NYC,Hispanic,F,<1,0
2012,NYC,Hispanic,F,20-24,1
2012,NYC,Hispanic,F,65-74,1
2012,NYC,Hispanic,F,35-44,4
2012,NYC,Hispanic,F,55-64,5
2012,NYC,Hispanic,F,25-34,7
2012,NYC,Hispanic,F,45-54,7
2012,NYC,Hispanic,F,Total,25
2012,NYC,Hispanic,M,75-84,0
2012,NYC,Hispanic,M,85+,0
2012,NYC,Hispanic,M,<1,0
2012,NYC,Hispanic,M,9-Jan,1
2012,NYC,Hispanic,M,65-74,2
2012,NYC,Hispanic,M,19-Oct,3
2012,NYC,Hispanic,M,20-24,8
2012,NYC,Hispanic,M,25-34,21
2012,NYC,Hispanic,M,55-64,22
2012,NYC,Hispanic,M,35-44,24
2012,NYC,Hispanic,M,45-54,35
2012,NYC,Hispanic,M,Total,116
2012,NYC,Not Stated,F,9-Jan,0
2012,NYC,Not Stated,F,19-Oct,0
2012,NYC,Not Stated,F,20-24,0
2012,NYC,Not Stated,F,25-34,0
2012,NYC,Not Stated,F,55-64,0
2012,NYC,Not Stated,F,65-74,0
2012,NYC,Not Stated,F,75-84,0
2012,NYC,Not Stated,F,85+,0
2012,NYC,Not Stated,F,<1,0
2012,NYC,Not Stated,F,35-44,1
2012,NYC,Not Stated,F,45-54,1
2012,NYC,Not Stated,F,Total,2
2012,NYC,Not Stated,M,9-Jan,0
2012,NYC,Not Stated,M,19-Oct,0
2012,NYC,Not Stated,M,20-24,0
2012,NYC,Not Stated,M,25-34,0
2012,NYC,Not Stated,M,35-44,0
2012,NYC,Not Stated,M,65-74,0
2012,NYC,Not Stated,M,75-84,0
2012,NYC,Not Stated,M,85+,0
2012,NYC,Not Stated,M,<1,0
2012,NYC,Not Stated,M,55-64,2
2012,NYC,Not Stated,M,45-54,3
2012,NYC,Not Stated,M,Total,5
2012,NYC,Other Non Hispanic,F,9-Jan,0
2012,NYC,Other Non Hispanic,F,19-Oct,0
2012,NYC,Other Non Hispanic,F,20-24,0
2012,NYC,Other Non Hispanic,F,35-44,0
2012,NYC,Other Non Hispanic,F,45-54,0
2012,NYC,Other Non Hispanic,F,55-64,0
2012,NYC,Other Non Hispanic,F,65-74,0
2012,NYC,Other Non Hispanic,F,75-84,0
2012,NYC,Other Non Hispanic,F,85+,0
2012,NYC,Other Non Hispanic,F,<1,0
2012,NYC,Other Non Hispanic,F,25-34,1
2012,NYC,Other Non Hispanic,F,Total,1
2012,NYC,Other Non Hispanic,M,9-Jan,0
2012,NYC,Other Non Hispanic,M,20-24,0
2012,NYC,Other Non Hispanic,M,55-64,0
2012,NYC,Other Non Hispanic,M,65-74,0
2012,NYC,Other Non Hispanic,M,75-84,0
2012,NYC,Other Non Hispanic,M,85+,0
2012,NYC,Other Non Hispanic,M,<1,0
2012,NYC,Other Non Hispanic,M,19-Oct,1
2012,NYC,Other Non Hispanic,M,25-34,1
2012,NYC,Other Non Hispanic,M,35-44,1
2012,NYC,Other Non Hispanic,M,45-54,1
2012,NYC,Other Non Hispanic,M,Total,4
2012,NYC,White Non Hispanic,F,9-Jan,0
2012,NYC,White Non Hispanic,F,19-Oct,0
2012,NYC,White Non Hispanic,F,75-84,0
2012,NYC,White Non Hispanic,F,65-74,1
2012,NYC,White Non Hispanic,F,85+,1
2012,NYC,White Non Hispanic,F,<1,1
2012,NYC,White Non Hispanic,F,20-24,5
2012,NYC,White Non Hispanic,F,55-64,10
2012,NYC,White Non Hispanic,F,35-44,11
2012,NYC,White Non Hispanic,F,25-34,14
2012,NYC,White Non Hispanic,F,45-54,29
2012,NYC,White Non Hispanic,F,Total,72
2012,NYC,White Non Hispanic,M,9-Jan,0
2012,NYC,White Non Hispanic,M,75-84,0
2012,NYC,White Non Hispanic,M,85+,0
2012,NYC,White Non Hispanic,M,<1,0
2012,NYC,White Non Hispanic,M,65-74,1
2012,NYC,White Non Hispanic,M,19-Oct,2
2012,NYC,White Non Hispanic,M,20-24,18
2012,NYC,White Non Hispanic,M,55-64,28
2012,NYC,White Non Hispanic,M,35-44,48
2012,NYC,White Non Hispanic,M,45-54,52
2012,NYC,White Non Hispanic,M,25-34,54
2012,NYC,White Non Hispanic,M,Total,203
2012,ROS,Black Non Hispanic,F,9-Jan,0
2012,ROS,Black Non Hispanic,F,19-Oct,0
2012,ROS,Black Non Hispanic,F,20-24,0
2012,ROS,Black Non Hispanic,F,65-74,0
2012,ROS,Black Non Hispanic,F,75-84,0
2012,ROS,Black Non Hispanic,F,85+,0
2012,ROS,Black Non Hispanic,F,<1,0
2012,ROS,Black Non Hispanic,F,25-34,2
2012,ROS,Black Non Hispanic,F,45-54,3
2012,ROS,Black Non Hispanic,F,55-64,3
2012,ROS,Black Non Hispanic,F,35-44,4
2012,ROS,Black Non Hispanic,F,Total,12
2012,ROS,Black Non Hispanic,M,19-Oct,0
2012,ROS,Black Non Hispanic,M,75-84,0
2012,ROS,Black Non Hispanic,M,<1,0
2012,ROS,Black Non Hispanic,M,9-Jan,1
2012,ROS,Black Non Hispanic,M,85+,1
2012,ROS,Black Non Hispanic,M,20-24,2
2012,ROS,Black Non Hispanic,M,65-74,2
2012,ROS,Black Non Hispanic,M,35-44,4
2012,ROS,Black Non Hispanic,M,25-34,5
2012,ROS,Black Non Hispanic,M,55-64,7
2012,ROS,Black Non Hispanic,M,45-54,8
2012,ROS,Black Non Hispanic,M,Total,30
2012,ROS,Hispanic,F,9-Jan,0
2012,ROS,Hispanic,F,19-Oct,0
2012,ROS,Hispanic,F,75-84,0
2012,ROS,Hispanic,F,85+,0
2012,ROS,Hispanic,F,<1,0
2012,ROS,Hispanic,F,25-34,1
2012,ROS,Hispanic,F,65-74,1
2012,ROS,Hispanic,F,45-54,2
2012,ROS,Hispanic,F,55-64,2
2012,ROS,Hispanic,F,20-24,3
2012,ROS,Hispanic,F,35-44,3
2012,ROS,Hispanic,F,Total,12
2012,ROS,Hispanic,M,9-Jan,0
2012,ROS,Hispanic,M,19-Oct,0
2012,ROS,Hispanic,M,75-84,0
2012,ROS,Hispanic,M,85+,0
2012,ROS,Hispanic,M,<1,0
2012,ROS,Hispanic,M,65-74,1
2012,ROS,Hispanic,M,55-64,2
2012,ROS,Hispanic,M,35-44,5
2012,ROS,Hispanic,M,20-24,7
2012,ROS,Hispanic,M,25-34,7
2012,ROS,Hispanic,M,45-54,11
2012,ROS,Hispanic,M,Total,33
2012,ROS,Not Stated,F,9-Jan,0
2012,ROS,Not Stated,F,20-24,0
2012,ROS,Not Stated,F,25-34,0
2012,ROS,Not Stated,F,45-54,0
2012,ROS,Not Stated,F,55-64,0
2012,ROS,Not Stated,F,65-74,0
2012,ROS,Not Stated,F,75-84,0
2012,ROS,Not Stated,F,85+,0
